,event,key,color,team1,team2,team3,score,scorePredStd,scorePredRobust,scorePredHybrid,scorePredRobustHybrid,scorePredSplitFoul,scorePredRobustSplitFoul,scorePredHybridSplitFoul,scorePredRobHybSplitFoul,margin,marginPredStd,marginPredRobust,marginPredHybrid,marginPredRobustHybrid,marginPredSplitFoul,marginPredRobustSplitFoul,marginPredHybridSplitFoul,marginPredRobHybSplitFoul,auto,autoCell,teleop,endgame,foulsDrawn,opp1,opp2,opp3,oppScore,foulsMade,compLevel,matchNumber,alliance,allianceOpp,alliancePair,weight,weightPair
79,2020mijac,2020mijac_qf2m1,blue,6556,7209,7222,109,65.59471771411798,50.25474709644509,61.25461382792833,52.08551061411747,93.1677101025697,83.56157370503512,88.82760621638012,85.3923372227075,-25,-37.06407898589673,-60.54866847895222,-48.80957290002612,-64.37172346092437,1.1075584722332223,-10.431970251732736,-10.637935441896175,-14.255025233704885,10,0,96,65,3,5674,5502,6150,134,-3,qf,1,5,4,54,0.5,0.5
80,2020mijac,2020mijac_qf3m1,blue,4216,3175,6877,107,103.80064812867408,102.83556286267941,112.21337382417524,111.89160795580344,86.0505409207381,83.56184113587784,94.46326661623934,92.61788622900185,-27,-55.56191737178358,-48.351507287410016,-42.57516534659554,-35.417523596742114,-67.57173704551208,-68.65305188960613,-54.58498502032387,-55.71906819893816,21,6,86,55,0,2611,5676,5205,134,-3,qf,1,7,2,72,0.5,0.5
81,2020mijac,2020mijac_qf4m1,blue,6580,5530,8275,179,106.60346592637447,112.08279393487301,106.48594120580245,110.52379599701675,121.94000211461055,123.78559003784116,121.82247739403853,122.22659209998493,40,-17.60484102638256,-12.02817396837851,-26.61313740370545,-22.6649607678051,-9.395358168803043,-5.856563286065864,-18.403654546125992,-16.49335008549248,41,26,108,65,30,5675,7197,5688,139,0,qf,1,6,3,63,0.25,0.5
82,2020mijac,2020mijac_qf1m2,blue,5559,8373,3773,75,93.88941187914,96.85052844685487,80.83232502472063,83.1894035144327,94.07771189982272,95.05820215407445,81.02062504540336,81.39707722165228,-75,-61.15238373387237,-71.48066383381916,-78.98991784938067,-86.0943781121991,-78.28170411320444,-86.31918494319032,-96.1192382287127,-100.93289922157028,23,8,52,30,0,862,1023,6591,150,0,qf,2,8,1,81,0.5,0.5
83,2020mijac,2020mijac_qf2m2,blue,6556,7209,7222,100,65.59471771411798,50.25474709644509,61.25461382792833,52.08551061411747,93.1677101025697,83.56157370503512,88.82760621638012,85.3923372227075,-36,-37.06407898589673,-60.54866847895222,-48.80957290002612,-64.37172346092437,1.1075584722332223,-10.431970251732736,-10.637935441896175,-14.255025233704885,15,0,67,50,18,5674,5502,6150,136,0,qf,2,5,4,54,0.5,0.5
84,2020mijac,2020mijac_qf3m2,blue,4216,3175,6877,106,103.80064812867408,102.83556286267941,112.21337382417524,111.89160795580344,86.0505409207381,83.56184113587784,94.46326661623934,92.61788622900185,-98,-55.56191737178358,-48.351507287410016,-42.57516534659554,-35.417523596742114,-67.57173704551208,-68.65305188960613,-54.58498502032387,-55.71906819893816,21,6,82,55,3,2611,5676,5205,204,-33,qf,2,7,2,72,0.5,0.5
85,2020mijac,2020mijac_qf4m2,blue,6580,5530,8275,150,106.60346592637447,112.08279393487301,106.48594120580245,110.52379599701675,121.94000211461055,123.78559003784116,121.82247739403853,122.22659209998493,26,-17.60484102638256,-12.02817396837851,-26.61313740370545,-22.6649607678051,-9.395358168803043,-5.856563286065864,-18.403654546125992,-16.49335008549248,35,20,97,65,18,5675,7197,5688,124,0,qf,2,6,3,63,0.25,0.5
86,2020mijac,2020mijac_sf1m1,blue,5674,5502,6150,105,102.6587967000147,110.80341557539731,110.06418672795445,116.45723407504184,103.87201955804252,106.02585552545439,111.27740958598234,111.67967402509892,-79,-52.382998912997664,-57.52777670527672,-49.758056146146856,-52.826547551589954,-83.08208455476765,-90.21417909584638,-80.45714178791674,-85.51294994215964,25,10,77,70,3,862,1023,6591,184,-3,sf,1,4,1,41,0.25,0.5
87,2020mijac,2020mijac_sf2m1,blue,6580,5530,8275,105,106.60346592637447,112.08279393487301,106.48594120580245,110.52379599701675,111.23722602567031,112.26571023083271,111.11970130509829,110.70671229297648,-72,-52.759099574083194,-39.104276215216416,-48.30259796496833,-36.7853355555288,-57.86739937558414,-55.53539278530921,-53.41089776646916,-53.21645212562149,51,36,48,30,6,2611,5676,5205,177,0,sf,1,6,2,62,0.25,0.5
88,2020mijac,2020mijac_sf1m2,blue,5674,5502,6150,99,102.6587967000147,110.80341557539731,110.06418672795445,116.45723407504184,103.87201955804252,106.02585552545439,111.27740958598234,111.67967402509892,-184,-52.382998912997664,-57.52777670527672,-49.758056146146856,-52.826547551589954,-83.08208455476765,-90.21417909584638,-80.45714178791674,-85.51294994215964,25,10,71,65,3,862,1023,6591,283,-123,sf,2,4,1,41,0.25,0.5
89,2020mijac,2020mijac_sf2m2,blue,6580,5530,8275,113,106.60346592637447,112.08279393487301,106.48594120580245,110.52379599701675,111.23722602567031,112.26571023083271,111.11970130509829,110.70671229297648,-50,-52.759099574083194,-39.104276215216416,-48.30259796496833,-36.7853355555288,-57.86739937558414,-55.53539278530921,-53.41089776646916,-53.21645212562149,45,30,68,30,0,2611,5676,5205,163,-6,sf,2,6,2,62,0.25,0.5
90,2020mijac,2020mijac_f1m1,blue,2611,5676,5205,79,159.36256550045766,151.18707015008943,154.78853917077078,147.30913155254555,150.71836072925683,149.52673873747386,146.14433439956986,145.6488001399299,-60,4.320769887445294,-17.144122130584606,-5.033703703330531,-21.97465007408624,-1.3443080592065542,-10.648446113688692,-10.698781649982436,-15.478974057190442,18,8,43,30,18,862,1023,6591,139,-3,f,1,2,1,21,0.16666666666666666,0.5
91,2020mijac,2020mijac_f1m2,blue,2611,5676,5205,93,159.36256550045766,151.18707015008943,154.78853917077078,147.30913155254555,150.71836072925683,149.52673873747386,146.14433439956986,145.6488001399299,-78,4.320769887445294,-17.144122130584606,-5.033703703330531,-21.97465007408624,-1.3443080592065542,-10.648446113688692,-10.698781649982436,-15.478974057190442,31,16,62,55,0,862,1023,6591,171,-3,f,2,2,1,21,0.16666666666666666,0.5
78,2020mijac,2020mijac_qf1m1,red,862,1023,6591,176,155.04179561301237,168.33119228067403,159.8222428741013,169.2837816266318,172.35941601302716,181.37738709726477,177.13986327411607,182.32997644322256,123,61.15238373387237,71.48066383381916,78.98991784938067,86.0943781121991,78.28170411320444,86.31918494319032,96.1192382287127,100.93289922157028,65,50,108,30,3,5559,8373,3773,53,-6,qf,1,1,8,18,0.16666666666666666,0.5
79,2020mijac,2020mijac_qf2m1,red,5674,5502,6150,134,102.6587967000147,110.80341557539731,110.06418672795445,116.45723407504184,92.06015163033648,93.99354395676785,99.4655416582763,99.64736245641238,25,37.06407898589673,60.54866847895222,48.80957290002612,64.37172346092437,-1.1075584722332223,10.431970251732736,10.637935441896175,14.255025233704885,25,10,106,90,3,6556,7209,7222,109,-3,qf,1,4,5,45,0.25,0.5
80,2020mijac,2020mijac_qf3m1,red,2611,5676,5205,134,159.36256550045766,151.18707015008943,154.78853917077078,147.30913155254555,153.62227796625018,152.21489302548397,149.0482516365632,148.33695442794001,27,55.56191737178358,48.351507287410016,42.57516534659554,35.417523596742114,67.57173704551208,68.65305188960613,54.58498502032387,55.71906819893816,51,36,80,50,3,4216,3175,6877,107,0,qf,1,2,7,27,0.16666666666666666,0.5
81,2020mijac,2020mijac_qf4m1,red,5675,7197,5688,139,124.20830695275703,124.11096790325152,133.0990786095079,133.18875676482185,131.3353602834136,129.64215332390702,140.22613194016452,138.7199421854774,-40,17.60484102638256,12.02817396837851,26.61313740370545,22.6649607678051,9.395358168803043,5.856563286065864,18.403654546125992,16.49335008549248,36,26,103,75,0,6580,5530,8275,179,-30,qf,1,3,6,36,0.5,0.5
82,2020mijac,2020mijac_qf1m2,red,862,1023,6591,150,155.04179561301237,168.33119228067403,159.8222428741013,169.2837816266318,172.35941601302716,181.37738709726477,177.13986327411607,182.32997644322256,75,61.15238373387237,71.48066383381916,78.98991784938067,86.0943781121991,78.28170411320444,86.31918494319032,96.1192382287127,100.93289922157028,34,24,116,65,0,5559,8373,3773,75,0,qf,2,1,8,18,0.16666666666666666,0.5
83,2020mijac,2020mijac_qf2m2,red,5674,5502,6150,136,102.6587967000147,110.80341557539731,110.06418672795445,116.45723407504184,92.06015163033648,93.99354395676785,99.4655416582763,99.64736245641238,36,37.06407898589673,60.54866847895222,48.80957290002612,64.37172346092437,-1.1075584722332223,10.431970251732736,10.637935441896175,14.255025233704885,27,12,109,90,0,6556,7209,7222,100,-18,qf,2,4,5,45,0.25,0.5
84,2020mijac,2020mijac_qf3m2,red,2611,5676,5205,204,159.36256550045766,151.18707015008943,154.78853917077078,147.30913155254555,153.62227796625018,152.21489302548397,149.0482516365632,148.33695442794001,98,55.56191737178358,48.351507287410016,42.57516534659554,35.417523596742114,67.57173704551208,68.65305188960613,54.58498502032387,55.71906819893816,49,34,122,90,33,4216,3175,6877,106,-3,qf,2,2,7,27,0.16666666666666666,0.5
85,2020mijac,2020mijac_qf4m2,red,5675,7197,5688,124,124.20830695275703,124.11096790325152,133.0990786095079,133.18875676482185,131.3353602834136,129.64215332390702,140.22613194016452,138.7199421854774,-26,17.60484102638256,12.02817396837851,26.61313740370545,22.6649607678051,9.395358168803043,5.856563286065864,18.403654546125992,16.49335008549248,30,20,94,55,0,6580,5530,8275,150,-18,qf,2,3,6,36,0.5,0.5
86,2020mijac,2020mijac_sf1m1,red,862,1023,6591,184,155.04179561301237,168.33119228067403,159.8222428741013,169.2837816266318,186.95410411281017,196.24003462130077,191.73455137389908,197.19262396725856,79,52.382998912997664,57.52777670527672,49.758056146146856,52.826547551589954,83.08208455476765,90.21417909584638,80.45714178791674,85.51294994215964,55,40,126,65,3,5674,5502,6150,105,-3,sf,1,1,4,14,0.16666666666666666,0.5
87,2020mijac,2020mijac_sf2m1,red,2611,5676,5205,177,159.36256550045766,151.18707015008943,154.78853917077078,147.30913155254555,169.10462540125445,167.80110301614192,164.53059907156745,163.92316441859796,72,52.759099574083194,39.104276215216416,48.30259796496833,36.7853355555288,57.86739937558414,55.53539278530921,53.41089776646916,53.21645212562149,43,28,134,90,0,6580,5530,8275,105,-6,sf,1,2,6,26,0.16666666666666666,0.5
88,2020mijac,2020mijac_sf1m2,red,862,1023,6591,283,155.04179561301237,168.33119228067403,159.8222428741013,169.2837816266318,186.95410411281017,196.24003462130077,191.73455137389908,197.19262396725856,184,52.382998912997664,57.52777670527672,49.758056146146856,52.826547551589954,83.08208455476765,90.21417909584638,80.45714178791674,85.51294994215964,55,40,105,65,123,5674,5502,6150,99,-3,sf,2,1,4,14,0.16666666666666666,0.5
89,2020mijac,2020mijac_sf2m2,red,2611,5676,5205,163,159.36256550045766,151.18707015008943,154.78853917077078,147.30913155254555,169.10462540125445,167.80110301614192,164.53059907156745,163.92316441859796,50,52.759099574083194,39.104276215216416,48.30259796496833,36.7853355555288,57.86739937558414,55.53539278530921,53.41089776646916,53.21645212562149,47,32,110,55,6,6580,5530,8275,113,0,sf,2,2,6,26,0.16666666666666666,0.5
90,2020mijac,2020mijac_f1m1,red,862,1023,6591,139,155.04179561301237,168.33119228067403,159.8222428741013,169.2837816266318,152.06266878846338,160.17518485116256,156.8431160495523,161.12777419712035,60,-4.320769887445294,17.144122130584606,5.033703703330531,21.97465007408624,1.3443080592065542,10.648446113688692,10.698781649982436,15.478974057190442,30,20,106,65,3,2611,5676,5205,79,-18,f,1,1,2,12,0.16666666666666666,0.5
91,2020mijac,2020mijac_f1m2,red,862,1023,6591,171,155.04179561301237,168.33119228067403,159.8222428741013,169.2837816266318,152.06266878846338,160.17518485116256,156.8431160495523,161.12777419712035,78,-4.320769887445294,17.144122130584606,5.033703703330531,21.97465007408624,1.3443080592065542,10.648446113688692,10.698781649982436,15.478974057190442,55,40,113,65,3,2611,5676,5205,93,0,f,2,1,2,12,0.16666666666666666,0.5
80,2020mike2,2020mike2_qf1m1,blue,70,6595,314,103,88.67341116759266,80.08092199148155,79.87541555649382,74.9167855086805,78.0940529842626,73.08069394232804,69.29605737316373,67.91655745952698,-72,-6.299727411072837,-14.405460520573726,-22.896271030272246,-26.41568169066366,-3.9373854108283695,-9.800617477875363,-20.53392903002772,-21.810838647965298,49,34,54,30,0,1684,3534,8400,175,-15,qf,1,8,1,81,0.5,0.5
81,2020mike2,2020mike2_qf2m1,blue,7289,5224,5517,104,109.2990641025068,109.42213787460646,100.27183921587627,100.57871522721612,119.29180641372031,118.98143295206698,110.2645815270898,110.13801030467664,-38,-25.295439692587138,-26.878848916457784,-42.36895373596414,-43.30913612262887,-14.278645527198165,-15.394000294428977,-31.352159570575168,-31.824287500600065,25,10,64,50,15,5046,5166,5662,142,-15,qf,1,5,4,54,0.5,0.5
82,2020mike2,2020mike2_qf3m1,blue,830,5660,894,100,125.54255168590724,133.4170904123609,128.39714275282938,131.78047293180418,106.87136113506817,112.73106555960867,109.72595220199025,111.09444807905197,-65,-20.494383439084984,-13.554284237732787,-23.032567757284568,-20.469983855389017,-48.40746387297061,-43.33388373358055,-50.94564819117028,-50.24958335123674,35,20,65,55,0,503,5533,7192,165,-3,qf,1,7,2,72,0.5,0.5
83,2020mike2,2020mike2_qf4m1,blue,3667,8193,6067,102,101.50978438166287,107.08643781116612,108.7993106743135,111.00271393875708,100.95574240625791,105.08398027922182,108.24526869890845,109.00025640681277,-62,-28.094091877108397,-23.41891409686565,-16.80736754936015,-15.574692479987434,-43.696495367785445,-40.22010066399183,-32.40977104003731,-32.37587904711363,30,20,72,70,0,6618,5697,7772,164,-3,qf,1,6,3,63,0.5,0.5
84,2020mike2,2020mike2_qf1m2,blue,70,6595,314,100,88.67341116759266,80.08092199148155,79.87541555649382,74.9167855086805,78.0940529842626,73.08069394232804,69.29605737316373,67.91655745952698,-64,-6.299727411072837,-14.405460520573726,-22.896271030272246,-26.41568169066366,-3.9373854108283695,-9.800617477875363,-20.53392903002772,-21.810838647965298,37,22,63,45,0,1684,3534,8400,164,-30,qf,2,8,1,81,0.5,0.5
85,2020mike2,2020mike2_qf2m2,blue,7289,5224,5517,132,109.2990641025068,109.42213787460646,100.27183921587627,100.57871522721612,119.29180641372031,118.98143295206698,110.2645815270898,110.13801030467664,-4,-25.295439692587138,-26.878848916457784,-42.36895373596414,-43.30913612262887,-14.278645527198165,-15.394000294428977,-31.352159570575168,-31.824287500600065,19,4,113,90,0,5046,5166,5662,136,-15,qf,2,5,4,54,0.5,0.5
86,2020mike2,2020mike2_qf3m2,blue,830,5660,894,118,125.54255168590724,133.4170904123609,128.39714275282938,131.78047293180418,106.87136113506817,112.73106555960867,109.72595220199025,111.09444807905197,-21,-20.494383439084984,-13.554284237732787,-23.032567757284568,-20.469983855389017,-48.40746387297061,-43.33388373358055,-50.94564819117028,-50.24958335123674,29,14,89,55,0,503,5533,7192,139,-15,qf,2,7,2,72,0.5,0.5
87,2020mike2,2020mike2_qf4m2,blue,3667,8193,6067,96,101.50978438166287,107.08643781116612,108.7993106743135,111.00271393875708,100.95574240625791,105.08398027922182,108.24526869890845,109.00025640681277,-28,-28.094091877108397,-23.41891409686565,-16.80736754936015,-15.574692479987434,-43.696495367785445,-40.22010066399183,-32.40977104003731,-32.37587904711363,35,20,61,35,0,6618,5697,7772,124,-21,qf,2,6,3,63,0.5,0.5
88,2020mike2,2020mike2_sf1m1,blue,5046,5166,5662,184,134.59450379509394,136.30098679106425,142.6407929518404,143.887851349845,120.97062609480615,122.62470443744296,129.01691525155263,130.21156899622366,43,39.621365216428444,41.814604279008975,39.869106365074344,42.55538415050083,27.320120963437475,28.700755767178606,27.567862112083475,29.44153563867043,52,42,132,90,0,1684,3534,8400,141,-15,sf,1,4,1,41,0.2,0.3333333333333333
89,2020mike2,2020mike2_sf2m1,blue,6618,5697,7772,132,129.60387625877127,130.50535190803177,125.60667822367365,126.57740641874452,128.04072567050298,128.11621170831322,124.0435276354054,124.18826621902598,-16,-16.43305886622096,-16.46602274206191,-25.823032286440295,-25.673050368448685,-19.219115222642017,-19.262461693978224,-28.60908864286135,-28.469489320364957,43,28,74,70,15,503,5533,7192,148,-3,sf,1,3,2,32,0.25,0.5
90,2020mike2,2020mike2_sf1m2,blue,5046,5166,5662,148,134.59450379509394,136.30098679106425,142.6407929518404,143.887851349845,120.97062609480615,122.62470443744296,129.01691525155263,130.21156899622366,-57,39.621365216428444,41.814604279008975,39.869106365074344,42.55538415050083,27.320120963437475,28.700755767178606,27.567862112083475,29.44153563867043,46,36,102,75,0,1684,3534,8400,205,-48,sf,2,4,1,41,0.2,0.3333333333333333
91,2020mike2,2020mike2_sf2m2,blue,6618,5697,7772,116,129.60387625877127,130.50535190803177,125.60667822367365,126.57740641874452,128.04072567050298,128.11621170831322,124.0435276354054,124.18826621902598,-31,-16.43305886622096,-16.46602274206191,-25.823032286440295,-25.673050368448685,-19.219115222642017,-19.262461693978224,-28.60908864286135,-28.469489320364957,51,36,59,55,6,503,5533,7192,147,-3,sf,2,3,2,32,0.25,0.5
92,2020mike2,2020mike2_sf1m3,blue,5046,5166,5662,95,134.59450379509394,136.30098679106425,142.6407929518404,143.887851349845,120.97062609480615,122.62470443744296,129.01691525155263,130.21156899622366,-96,39.621365216428444,41.814604279008975,39.869106365074344,42.55538415050083,27.320120963437475,28.700755767178606,27.567862112083475,29.44153563867043,40,30,55,35,0,1684,3534,8400,191,-15,sf,3,4,1,41,0.2,0.3333333333333333
93,2020mike2,2020mike2_f1m1,blue,503,5533,7192,110,146.03693512499223,146.97137465009368,151.42971051011395,152.2504567871932,137.29158748887585,138.41825091805484,142.6843628739976,143.69733305515433,-25,51.06379654632673,52.48499213803841,48.65802392334788,50.917989587849036,54.99490022527657,55.82789602390379,52.589127602297836,54.260893473714404,39,24,71,50,0,1684,3534,8400,135,0,f,1,2,1,21,0.16666666666666666,0.5
94,2020mike2,2020mike2_f1m2,blue,503,5533,7192,114,146.03693512499223,146.97137465009368,151.42971051011395,152.2504567871932,137.29158748887585,138.41825091805484,142.6843628739976,143.69733305515433,-80,51.06379654632673,52.48499213803841,48.65802392334788,50.917989587849036,54.99490022527657,55.82789602390379,52.589127602297836,54.260893473714404,41,26,73,50,0,1684,3534,8400,194,-15,f,2,2,1,21,0.16666666666666666,0.5
80,2020mike2,2020mike2_qf1m1,red,1684,3534,8400,175,94.9731385786655,94.48638251205527,102.77168658676607,101.33246719934417,82.03143839509097,82.8813114202034,89.82998640319146,89.72739610749228,72,6.299727411072837,14.405460520573726,22.896271030272246,26.41568169066366,3.9373854108283695,9.800617477875363,20.53392903002772,21.810838647965298,51,36,109,70,15,70,6595,314,103,0,qf,1,1,8,18,0.14285714285714285,0.5
